vola,rho,nu,F,K,T,alpha,beta
0.06875449077991778,0.03208764567070865,0.20095084997331558,0.035728887708850576,0.026556872598136515,3.5833333333333335,0.0072821321601875015,0.39009716318737375
0.0758400037671993,-0.25823099284913387,0.3377630187662144,0.03168921741556883,0.05305044304266624,4.666666666666667,0.002519930325281996,0.11958248885868966
0.23065326954264578,0.3447600201087835,0.7107644072909833,0.0206491826238848,0.057178512689886066,0.75,0.008033812818966,0.4857203957287095
0.09379052693012643,-0.3883520200601502,0.21001437806933576,0.03511173550504396,0.02247796128267114,1.0,0.0033627562687121378,0.15826389646272854
0.05286507593142771,-0.16777254301598443,0.3107661098737547,0.02334940614694737,0.022760805907614673,1.25,0.014201210831661924,0.6581014002663006
0.05525763856694926,-0.16440577832042208,0.5889216827374246,0.034052511054575706,0.03482468279964142,1.0,0.012332795257896722,0.5596595539975174
0.11103758748436372,-0.06326505663273929,0.43193426285688197,0.02376078609502626,0.015438084622270667,4.25,0.0018844101954494945,0.11654420434239095
0.16394682399448518,0.08451891202721323,0.3254545955310621,0.03634079336755774,0.011040905425464367,0.5,0.009749032981144925,0.45708118665007347
0.061266893397220204,0.36791465377943267,0.2211956279821789,0.028913370326847675,0.03531546565822355,2.6666666666666665,0.005794643719442937,0.37812075840326564
0.057929676475113094,0.38047561425430676,0.332359848813606,0.03595621715412302,0.03582997584746965,1.5833333333333333,0.010220882692191426,0.4812915145052331
0.05869570955386191,0.13992206201461532,0.21842016605242193,0.036067710268683106,0.04299119458755398,2.6666666666666665,0.009223558359106746,0.4667268079068847
0.08332019153136569,0.37432264812071137,0.37916356977380805,0.03751068488470319,0.025319331016662297,4.916666666666667,0.003274939395132421,0.14114958134454392
0.13398037011682393,-0.16169615540598567,0.7503057879475732,0.02316414779665653,0.038247036133839965,1.0833333333333333,0.002423855541529165,0.15351230887513262
0.11708928302818697,-0.3696667755211356,0.7272307389253081,0.03638828221225594,0.0581100562590409,3.4166666666666665,0.0026119385960955196,0.1059361837245682
0.08529282750690363,0.2959091423378898,0.6967478939940679,0.03560034538865434,0.041148140694526485,0.5833333333333334,0.008677971265741229,0.4225967431073038
0.0597444399611067,-0.23539059416423624,0.408158530737573,0.033483060284937284,0.03164750605501581,1.4166666666666667,0.006212717759962849,0.36457818404052567
0.3046504537399097,-0.08795156898455225,0.7627723410693894,0.03008214734491705,0.010860009836161751,3.6666666666666665,0.008096343178442858,0.4446455253146362
0.06427905499039228,-0.3855256130876226,0.7398069617808687,0.02401706022881519,0.026387035254813375,3.4166666666666665,0.019936326715197916,0.7101350551964887
0.08637230186106468,-0.229576162895349,0.40345738871056025,0.033489101394475265,0.05188505350769822,3.3333333333333335,0.017098362643613554,0.647890263010563
0.17596647328373563,0.14968814572292588,0.7294359214798782,0.02968997445224988,0.059275411491289884,1.6666666666666667,0.005227422554210384,0.3406948703535739
0.05650264679064664,-0.29358639019910016,0.22424027212566242,0.023331051008550492,0.03691043697780676,1.8333333333333333,0.002129389871472802,0.14572593873609324
0.055359718339085685,0.2729057565646841,0.5601252980793499,0.027362159988112984,0.027014261750099404,1.9166666666666667,0.01421945376674465,0.6313813279015081
0.06820762407746937,0.22363187643472826,0.7663969394742662,0.034302172793040445,0.0344396411386676,3.5,0.0048957783720298435,0.2646326579689523
0.08773797703059939,-0.36868976112247154,0.26256499880876816,0.02146386837664697,0.0533084178683286,4.583333333333333,0.00797141513145198,0.4858193318484516
0.0682286311957162,-0.30824851027020206,0.2750103503803795,0.031748158452198444,0.056308272100254755,0.75,0.003435017945996641,0.203129868060009
0.09129213205251437,-0.33460539011808504,0.3342284436492615,0.025334472859634728,0.05453840639276526,3.4166666666666665,0.008092545248276526,0.49954706791931636
0.08783064826688998,0.3174075321983264,0.2685896610815939,0.02215461370155434,0.012287586714240963,1.9166666666666667,0.007922314619236068,0.47400593122502455
0.14374898077706927,-0.32665350190678577,0.6022469834143587,0.022302049968558547,0.05425300351898305,0.5833333333333334,0.001959971483832008,0.10866722114066664
0.12237717315680816,0.06943429959424485,0.6713072806067399,0.023240396695667236,0.0325454308716146,4.0,0.0033056598819046724,0.23154546445416918
0.12348501008415806,-0.31773268321095216,0.6464038499222051,0.038215288365586665,0.028913863527211307,3.25,0.005242603694875084,0.2689941995684902
0.12685669108501982,-0.19727189116709865,0.37641415096912867,0.029540201919445355,0.015006457197522602,3.8333333333333335,0.02013641424537592,0.7364559097054979
0.06382200558655786,0.22948796142687566,0.21635752772021058,0.03851207350128142,0.04632418647280732,2.0833333333333335,0.006492579315330952,0.3221914382855158
0.07305099569851875,-0.3496281679618838,0.3879685166413568,0.03826784034331881,0.05849066384190578,2.8333333333333335,0.007769134536560222,0.41489117424106847
0.05435313331843937,0.09424550400924459,0.3291159620216591,0.03959905771780154,0.03714565987423578,4.083333333333333,0.003563689115854021,0.17795361708882435
0.08374092012806024,-0.2534218040609225,0.41349618997761306,0.02415673811842816,0.019960794913165714,2.3333333333333335,0.007079293878176687,0.428244071180255
0.09097064595489725,0.38670137377552194,0.36847203413880536,0.02895804481066591,0.042600526725633525,3.8333333333333335,0.002794275425145206,0.15695813576865147
0.05704610152156845,0.3732784706758516,0.3364557402900392,0.02082104508984706,0.019340642510628378,4.583333333333333,0.004347008872606628,0.33721865086640546
0.1160290745941127,-0.157752536261987,0.7361001473129607,0.02668666811301524,0.03721127070910921,3.5,0.017458609080214196,0.6929943360783506
0.07076810097941648,-0.22387565958276978,0.25522635390653314,0.036165267265403166,0.030088682723167358,1.8333333333333333,0.01942163713186269,0.6652973884133532
0.07692776435149914,-0.33989616619638163,0.2425498205237207,0.03270764187126114,0.02454107752096978,4.583333333333333,0.009225401045274072,0.4858433284408542
0.15073575475259332,0.28729207011568303,0.48130063949219426,0.022018689140890474,0.0488872954230694,2.0833333333333335,0.004956818877317602,0.35143396366598256
0.14535299155202558,-0.26140631330271713,0.7695367693837618,0.03552417965971871,0.05924479355720362,4.75,0.002976879022761834,0.15397489038474127
0.06223274310886596,0.16745919295762923,0.38337372589205687,0.03669378324141456,0.040094632615703896,1.0833333333333333,0.021409013693990894,0.7058819534171283
0.07561834991840508,0.32838533951418725,0.285008388216017,0.020635198917946733,0.025803433888044146,3.6666666666666665,0.020515158572143147,0.7256311583870529
0.11056431700762903,0.27257481779739023,0.7442922601980784,0.034923697708090444,0.04447975896501323,1.3333333333333333,0.018790053127512456,0.6626993966887803
0.15280587769037077,-0.3611529605697129,0.5224953882004184,0.03724197978791278,0.022364844326893386,4.5,0.005742372630175238,0.3092484653208151
0.10706218905016672,0.24660210269791727,0.7780315299929454,0.030985398627850387,0.03706888259924903,4.916666666666667,0.002801810543789821,0.14508993534336292
0.06808642146108605,0.2690328022162267,0.2065199154423644,0.023430352100427314,0.03428915538803059,4.583333333333333,0.00731463389822562,0.47664193598417026
0.07551299626912755,0.05648290526217803,0.450010329379046,0.02124643261607042,0.027747172184314793,1.0833333333333333,0.009040090667070084,0.5525071908000678
0.08004948440469177,0.38657365339359273,0.2830974784155769,0.02553828662601073,0.03820359706918975,1.3333333333333333,0.008690515028706252,0.5154824323027605
0.049255540773407804,-0.3940182615662926,0.34011779197751,0.030574034797734264,0.03504498097786133,3.8333333333333335,0.01001968678226225,0.5287114460950573
0.07494135223722692,0.1112886770452377,0.7580647290640168,0.024514611547943155,0.02564924400116214,4.0,0.02266010105175532,0.7443048753352602
0.08789619057033678,-0.07020309366612737,0.3350372510232602,0.031208148689759782,0.05534697522529241,3.8333333333333335,0.007188746846753165,0.4351788213072554
0.10822144540308427,-0.361442125310877,0.5878491053855532,0.021431027764557943,0.03558458546001032,2.3333333333333335,0.003903692129053097,0.29265775442605935
0.16121876403054738,0.30640765550043714,0.6596167152783874,0.026236040636706048,0.04462784823014073,4.916666666666667,0.0032332676701002554,0.21162741153048176
0.10967821873626943,0.16102077207814525,0.29910722837425463,0.029295567213681012,0.014248660376771218,1.0,0.009478564430873089,0.4866224867115172
0.06062935422568591,0.056986155374036396,0.7760472901789155,0.023525517904129507,0.022529770443868963,1.5,0.019354550823307125,0.7276230597814443
0.05724936049943621,0.2258148911722494,0.631758603860811,0.029900516671186157,0.029680362461936942,3.75,0.02212135844255761,0.7591853067179184
0.2140586233926434,-0.2681614783750601,0.5090334825760052,0.034597923009739975,0.012035434366827443,0.8333333333333334,0.005628112608929684,0.34358705556976543
0.09920287951138593,-0.18597900428231062,0.5770691011892846,0.03825725780184864,0.057971941893853574,1.0833333333333333,0.017235121718462955,0.6655606134133693
0.1736568667377152,0.373440925238832,0.5701415889349469,0.03373258407420036,0.014100414158798277,4.916666666666667,0.026616649958946734,0.7784599791692948
0.08133433965267188,-0.09411734974386043,0.7827245169177688,0.03605423061600714,0.03164607956902681,1.25,0.02328175068804617,0.7470154618374497
0.09235975515013008,0.09792203848889319,0.4628773694917414,0.02975933044544221,0.020600756525690378,2.6666666666666665,0.02056762133925492,0.7370589176403515
0.08014230164642157,-0.30552797519856867,0.4449344586251499,0.02590951029623634,0.022410818554032402,4.333333333333333,0.010057325337840317,0.520475356830941
0.2982487006109246,0.0226905252860371,0.7758824759267511,0.031581652465616866,0.011540419693114826,3.5833333333333335,0.010037043158663283,0.4915618866891136
0.07337959328107532,-0.26171819993983747,0.35623807254406425,0.022968208870640314,0.02002236242339972,2.0,0.003720063507769434,0.2695674336309183
0.0767061544771763,0.14682172206876587,0.3505293376700055,0.03582181436736004,0.050432731008190367,1.25,0.009993640605470285,0.5100166583820713
0.07032998867232297,0.28455815983891497,0.49448556789740866,0.03538134771718759,0.03852723146935176,2.4166666666666665,0.010502460142718939,0.4817639026781082
0.15523896373903492,0.3232142436954325,0.6863369678324724,0.020483012813042333,0.03846542885425137,0.4166666666666667,0.00275319498557763,0.24337521641577192
0.2396436961102462,0.20885252788255082,0.7789671972717969,0.03947039569160107,0.016829700646990377,3.0833333333333335,0.010477526291064814,0.48170096283770225
0.10952215275816958,-0.050264653545424476,0.6832873373236572,0.03354525824737828,0.04793051001742257,2.0833333333333335,0.005971073117003151,0.3616090864003062
0.06851798815244989,-0.0403582850085929,0.4653885992674574,0.02609598376442423,0.029970137379827032,4.583333333333333,0.002188748635719469,0.10059130256422266
0.10691648386913404,-0.30952370376784666,0.5428490243507883,0.03835624715351436,0.02911928251531498,3.3333333333333335,0.01589296499665727,0.6117935410021917
0.07720849557974184,0.07853135897092878,0.3665727509656531,0.037633258661413926,0.051471062499426505,3.0833333333333335,0.0030011207348815865,0.10271296051428902
0.187339203242485,0.08066590925808831,0.7539851239096269,0.030338249416495162,0.05687382867359765,4.166666666666667,0.003930215914688389,0.23921549015427157
0.05402575261212965,-0.26374973982937255,0.3832019554207857,0.032400674174553216,0.03654780901870173,2.3333333333333335,0.025894449504008887,0.7913141838558772
0.12722053963908728,0.06347695842903534,0.6071289050094604,0.039406252861805574,0.026800510086583088,3.6666666666666665,0.010480818181244833,0.46833348872112834
0.05993430855102758,0.3183273373096883,0.6402984754719008,0.03497546927150275,0.03463510259525234,4.333333333333333,0.010357505970663207,0.5090996189574925
0.18205119715852763,-0.16729119640782264,0.7802026271018927,0.02041552639111861,0.04606421672897861,1.1666666666666667,0.00318121933871048,0.2733419630546032
0.13356297263617625,0.22597894829665843,0.7622707757233866,0.03692536133202182,0.04837498950712861,4.75,0.01305696496884729,0.5436127576619393
0.056200331410992815,0.3301278964554265,0.2060768411283944,0.035965947316291935,0.03055699671579229,4.0,0.01713372549865523,0.6432542228983616
0.05766725007052463,0.2663802281579426,0.29124198017450015,0.029690861578229352,0.03335513141390921,0.5833333333333334,0.008370776164372767,0.48097273046201616
0.08157349505749119,0.07250898136256823,0.2591780546817824,0.02139508580493589,0.013349945193843367,2.75,0.0032620483252413478,0.28957433072624095
0.060615792829667246,0.3569016764260956,0.504298158184785,0.03380895183876953,0.030096186412860625,4.083333333333333,0.002707450558497116,0.11381897117865925
0.05389017922803688,0.022474236534287484,0.38264197055498983,0.02474467052311082,0.026697271268468055,0.75,0.003799371169182053,0.2930569136403184
0.10247984339727512,0.018558214061170475,0.6984065543577364,0.027364163319459053,0.03557594610663165,4.333333333333333,0.0023783458750035974,0.1524193442570904
0.05462968763635754,0.1880691511239826,0.37812575393796116,0.03992732596620969,0.0378121137133839,2.25,0.0032442239835756637,0.13481966568520312
0.10942179106824065,0.048835738895628644,0.33926832702409837,0.02344725943857789,0.04948838124406406,5.0,0.00885923174555103,0.5267664314649362
0.1381760793886881,-0.19298596999771356,0.629631377260321,0.03219900469581639,0.022211372645122043,3.9166666666666665,0.011425410661972184,0.5272811064925081
0.09391016085451322,0.0979616487181093,0.7396359869916647,0.02633058308482135,0.03158828114462041,4.416666666666667,0.0020738188891244675,0.12137413245618686
0.07485905181076499,-0.3419685326463789,0.3614548795963862,0.03464647116744958,0.05355265646168955,3.5,0.005161039434383689,0.2738985467686383
0.12640065115535448,0.18259827582943478,0.7478870031219704,0.032125198087912164,0.02309920156724435,3.1666666666666665,0.007541821362414894,0.41050358941408394
0.07090767993549693,0.3150961680158958,0.6670779428099007,0.028813627565069465,0.025488093253737798,2.5,0.0036399037911687875,0.2137750565784709
0.14903987808405247,0.17478154111742183,0.6308948853888623,0.02610991762105021,0.015319271693982069,2.5,0.004020621786570749,0.2683455227396329
0.2121468951006245,0.3642566572830752,0.7571637903152744,0.020899613209864953,0.05047388978209852,0.5,0.0041983375942977255,0.32495911601672356
0.0684783480584888,-0.37222925129854423,0.3299346745757731,0.03407847188838366,0.05074552793948425,3.6666666666666665,0.021692145986462272,0.7222132863603413
0.15561749715891693,-0.1803404562588507,0.5977551050686924,0.03226484472939922,0.01863440636367755,1.5833333333333333,0.007270052276268394,0.40960116117976764
0.06287040699226325,-0.09768458157412718,0.4970137288413074,0.023371951576089595,0.021585865630111375,4.75,0.004884740862722872,0.37979402291217923
0.0931836433201242,-0.08832521312292207,0.5282117049989078,0.029033938156803704,0.02289374654371934,3.0,0.004604867944483907,0.2985490592107405
0.24743954933614407,0.39551472710879076,0.7456922376774895,0.02092435896626291,0.049872135596434546,4.916666666666667,0.008371343364405983,0.5155330112402287
0.09785231557311835,0.27833088982256504,0.7332978846869511,0.02574430911523703,0.019794214144322496,1.25,0.007447689770019731,0.43627890887634535
0.2790078785541175,-0.2781815362350196,0.6551363169225055,0.03827359840727698,0.010759052629497565,1.1666666666666667,0.02048440866995885,0.7160211181413882
0.13634791185041722,0.05179528820210627,0.5255453097393499,0.02508337320834083,0.013975922414246673,3.8333333333333335,0.017835392668481123,0.7134152029854645
0.18154027236836287,-0.371624287742492,0.7436506108095118,0.02121703513337729,0.05203120176826613,0.5833333333333334,0.017049918856801485,0.6879862406282208
0.1142731388293314,-0.053992068224920586,0.6684762095694395,0.023802218590322565,0.03498310269322731,1.0833333333333333,0.0218202899250542,0.7533664345108955
0.07106885993211157,0.27649821753458104,0.6120628259352059,0.03326032376997387,0.029485096383767194,3.75,0.016295565759021854,0.6212299875578997
0.08798470344733982,0.10848667170460069,0.3559056415033489,0.024908517161039128,0.03939625081984922,4.583333333333333,0.0037743384318059204,0.28758121862051167
0.06298066510839925,0.08428219972882472,0.4097688455662453,0.03120515192126947,0.03610858863932728,0.6666666666666666,0.0099382761276006,0.5133468488059459
0.06809421273308218,0.03047552227597433,0.5281554940908404,0.034232967627064174,0.03682024330799273,3.9166666666666665,0.023855713338253443,0.7335328962449676
0.1664422291463081,0.08853018713662192,0.36025700752414636,0.039447229169638234,0.013614210803650575,1.3333333333333333,0.003543766184390095,0.14905905276151382
0.07800651133996216,0.33491791607944077,0.29060585227031605,0.03709137550415126,0.052608214558998376,0.6666666666666666,0.02530163242588974,0.7834825736850277
0.20756762932523878,0.010271665270130736,0.747412765680503,0.030022556091882764,0.0149641061517177,2.0833333333333335,0.01184341294471535,0.545985967396592
0.08339100559027904,-0.04532017907943431,0.518879032283363,0.022564062460573554,0.02975941313929937,4.166666666666667,0.001923754619444902,0.12808255470274804
0.06017256994620195,0.18930041506594153,0.46764986824074256,0.025399789674636214,0.02250042386367673,2.0833333333333335,0.019768676152254056,0.7291332968892227
0.0767706334828638,-0.09261103833816914,0.220515992610283,0.034652123490126,0.025660334652372378,1.0833333333333333,0.0034214756071590567,0.1600496956056932
0.18117738704200204,-0.3062911459454311,0.4281099132012698,0.03355583657380111,0.0147029232326263,4.833333333333333,0.0049283585754723615,0.28221002188474353
0.12412371273808163,-0.13591426656820177,0.5343064958099037,0.026773266719180365,0.049181070920486826,3.5,0.0040094731905240865,0.27177299597797744
0.06511117996263012,0.2517451015032036,0.2778340920175981,0.030474927572612547,0.03793230925477351,4.916666666666667,0.007284765017930641,0.4368066912388917
0.10292262769604762,0.028495204629113424,0.6207717561129273,0.03793636783656251,0.05158085323540045,1.9166666666666667,0.019912443567598515,0.6843502745550463
0.05419681934874885,-0.08860917376829586,0.31998451815702855,0.02648440764805378,0.030475145185507563,1.0833333333333333,0.012848851470100283,0.6202250041806872
0.05635427978308367,0.2519589412150637,0.22614477113111078,0.03302234091366556,0.02568250857948818,2.0,0.009237189247213094,0.502433964948386
0.15297474421610846,0.19898922293492416,0.3636016353605182,0.030402052179136406,0.01043056775857821,1.0,0.004987963224761767,0.32315951322638464
0.20956909582984568,-0.13954165706213317,0.7486508014506359,0.02655128904776424,0.013442306984891652,1.8333333333333333,0.0028839469378078276,0.2041295492796416
0.10457432725434217,0.3420937939979868,0.7477308423705342,0.039395042863566834,0.05078146438657564,0.8333333333333334,0.008266132781886672,0.4357884892664813
0.08145025401883256,-0.29233502716585325,0.6808206068997112,0.030474234445716814,0.03878020065020746,1.75,0.021879797932967265,0.7456025265550406
0.18171099805782692,0.19731922947555103,0.6217497299929733,0.02723155528166954,0.05711567789201084,3.8333333333333335,0.014905199439821954,0.648763984976377
0.07637388200530917,0.07860913264605357,0.3844329631234925,0.02680903353275782,0.03537710486642924,0.5,0.005725545258345598,0.3590943677857684
0.17269109629680637,0.05022042473201482,0.6123453179946486,0.03813612522375009,0.019230017202468537,2.5833333333333335,0.003728345892929451,0.2038484958938349
0.0773878527486477,0.24938244878782267,0.5718225704883264,0.0395719213106793,0.04406584421758696,4.166666666666667,0.025794693249531316,0.7574370042202783
0.1293882510180051,0.10571287018785669,0.35701854109811737,0.030527548736487657,0.013924838027041544,0.75,0.002948695130494214,0.17485631736398724
0.05702644181203742,0.2706108878455594,0.33042843778389225,0.030229524800454686,0.03160449140587798,3.5,0.015956525094749787,0.6559485755520977
0.19218359856117145,0.168222730204178,0.7085778422057909,0.025675048115839788,0.05456407472505624,3.5833333333333335,0.004805516504071308,0.35767335467047423
0.060381598760617224,-0.21182262047860584,0.7393158788656893,0.029043873500168373,0.028358012864171077,1.4166666666666667,0.007588368498807567,0.445530740215222
0.1397036384145085,0.25122589970113063,0.6354911002786149,0.03996319904570321,0.022828059273701302,1.4166666666666667,0.019399498959907963,0.6587125199847723
0.22756472834208397,-0.09542675903866416,0.519192992614206,0.037521438075166315,0.013820646332108624,3.6666666666666665,0.003032227830344315,0.10579590069314813
0.22063114564196065,0.06767807856558034,0.6777391265851904,0.020802381687138417,0.052557079713002525,2.8333333333333335,0.01944394914162146,0.7178878512758603
0.08921624369168851,0.15679642374118852,0.7763131855399354,0.03284156978212402,0.037038622319714956,4.75,0.002536451228077328,0.1044808695676354
0.06602434115773073,0.19748835155696876,0.7323148131099302,0.039415834512795324,0.037151436971518334,3.4166666666666665,0.005984616860162914,0.31185754581350356
0.07986906930270529,-0.07085066114639904,0.36950411435497055,0.03879252237358206,0.05633947124830213,3.1666666666666665,0.026780841796972644,0.7956541716006679
0.09398911341836118,-0.15379247395680987,0.5779791455614246,0.026038207729301405,0.03531586752987776,3.5,0.0061463170463205785,0.38581053854479297
0.19098394567562735,0.3796418438134863,0.6635054810788321,0.025054875409106076,0.01048029087280147,2.6666666666666665,0.0026574034236658485,0.1982287823036024
0.14753184370017874,-0.10530947792012663,0.5395451085399827,0.028042777669661487,0.05682615461162926,4.416666666666667,0.014256890680533426,0.6152947005859303
0.09358332302576113,0.3401309197546919,0.7392487351170638,0.03692687138986861,0.029170809637336134,2.8333333333333335,0.013892150579024673,0.5687734023692571
0.10490627681278085,0.10866933911659593,0.6689239071576285,0.03704510397932237,0.04843176153918404,2.4166666666666665,0.00562879032204197,0.29037032840501703
0.1308747079679259,-0.11640259537282444,0.26990567363973317,0.028303888611236262,0.010908178834246338,1.3333333333333333,0.0065303506074016115,0.41930380137615686
0.08573020460338933,-0.29830503708376216,0.4206595682705225,0.035723140580526724,0.05748147465203952,2.5833333333333335,0.017500000486474376,0.6698368451160426
0.06385195105311858,0.19161582839938285,0.5082730022994143,0.03382641081119703,0.031675134202801956,4.5,0.004992417370818012,0.2805444200138607
0.06329161107472922,0.2636967926703485,0.32927856616138695,0.03898692816071133,0.03009522941566256,2.6666666666666665,0.022622231273182556,0.739779425710856
0.09802743548996218,0.3732118377065857,0.2776820758259577,0.024584567506636006,0.011306802445376293,1.75,0.002287238969734833,0.16396406550041462
0.17147897575038154,-0.32083810926002326,0.6648222667820837,0.03299320663862014,0.019371749622509822,0.4166666666666667,0.003941019737780536,0.20899897691496416
0.08414034288305836,0.39662748605532894,0.5671351728803647,0.03099191937122899,0.036724308886334,2.25,0.0030870684810562037,0.16241341232791703
0.09457036694303743,0.34083131017190127,0.5909538997840847,0.034690418027763646,0.043953392289440785,4.833333333333333,0.002721514068329194,0.13292435454036128
0.05906087284333532,-0.18773256728318685,0.2711879819413678,0.025575067576623218,0.03398564696502705,4.583333333333333,0.010737051095868082,0.5701523126571227
0.06414401800260833,-0.22862414314265955,0.2286050742257698,0.03288543642866504,0.053319856893165804,1.0,0.013281490055403002,0.5929141983426606
0.15221295588637665,0.006254717695482803,0.3765486688105436,0.038101567237538506,0.0158078518532631,4.916666666666667,0.013744747123620376,0.5680911355696995
0.09755814620411211,0.09090878311031697,0.28948011273010565,0.034047764569699775,0.018356171295323458,1.75,0.007721379434685105,0.4354335633969365
0.1312495788478594,0.39365175686309106,0.7327683699212191,0.025771851222057784,0.034623827127241456,4.666666666666667,0.005915406380543324,0.39162282288241335
0.0679251242927457,0.2077298499557777,0.32877496386488525,0.026741785982407333,0.03429871860998102,0.4166666666666667,0.00786881468343065,0.4813569734925638
0.07114506158155143,-0.1224971239220331,0.6375694840726958,0.03770319863687236,0.045440033773904175,0.6666666666666666,0.015012419245644415,0.630443303974546
0.11422451251664689,0.20788417401428572,0.46415074005662293,0.03684771330665926,0.021428008045261272,1.8333333333333333,0.009848570496271674,0.4783751833276175
0.05588873093941629,-0.28133053105949446,0.3478096071406143,0.02512632313300827,0.03038589327068974,3.75,0.003939353118366172,0.2892363629816702
0.19784552255411017,0.02622396251228959,0.7760429429639724,0.03217961527546728,0.017442737723091274,2.5833333333333335,0.010799203198305444,0.5189461129341054
0.06347839537306554,-0.15536236007775522,0.4880881742928453,0.02982652920699124,0.034937907743336404,3.5833333333333335,0.00435521231241705,0.289113548367127
0.12842275589202246,0.08458572482417087,0.40303698260855136,0.023624073377133445,0.05399551472833268,4.083333333333333,0.006175531671132731,0.4293843393710536
0.10156994298437742,0.0031571526885428303,0.2896577271438939,0.030569629921035076,0.016753367425897815,4.416666666666667,0.006772916989266729,0.4157795464570393
0.07926459940478603,-0.1477069042769214,0.7349051261537409,0.029874613654674136,0.026502080529334802,1.0833333333333333,0.017350942539772766,0.668367924483178
0.10954783692746284,-0.2199777359483912,0.6190092485687262,0.03270525284690046,0.05145135235150249,0.6666666666666666,0.021068095424960874,0.7210782959914354
0.11489686986251263,-0.21900159380876813,0.6108600487536378,0.023988086954208728,0.03837874243404885,2.0,0.008739277910245808,0.4941508153115106
0.05452185450461106,-0.38395871626303224,0.20254198658670114,0.026106091860265742,0.04076871157447489,0.8333333333333334,0.006125913475111397,0.3955851840179314
0.09344293375085717,0.10052196374530753,0.3681035414965028,0.037224455228607775,0.023453713283367074,4.25,0.014662008323498885,0.6201354560044202
0.059407943866305865,-0.13613247068510514,0.2138748666122095,0.0227888235618771,0.022541083953756702,4.5,0.007626491206505241,0.46290088344733105
0.160968589199805,-0.12239866210594708,0.5444049226091338,0.021836402077217282,0.05993892017871502,2.0,0.0026843024224006266,0.2002953304115072
0.08417992211247646,-0.3601867892637442,0.3616025769544854,0.02062339947794642,0.0169517392388589,2.5,0.004301460746396794,0.3219139901866507
0.08071457974406074,0.1530417933586895,0.6320306597875571,0.02187722558969918,0.02644107933105274,0.4166666666666667,0.0047093811372295215,0.36044003928895296
0.1223628450315352,0.35893672771580276,0.39309661221035447,0.027047250408430736,0.05017814017496482,3.8333333333333335,0.008293643987477077,0.4606666112075335
0.08407121300361618,0.34178776067724814,0.27553995373618767,0.025421596378857342,0.014553650572524475,3.4166666666666665,0.013791694002035627,0.6069138928527229
0.060354011540697146,0.051551982275969244,0.5166402256887508,0.030715239634200545,0.02968853596638709,1.5833333333333333,0.011343141914784105,0.5344460130316169
0.140251280543668,-0.35684875488226764,0.5294738432755646,0.030170562283675144,0.018757336154796737,1.5,0.011831542667060603,0.5429105841507763
